real12,pred12,real3,pred3
415.0,346.4212,360.0,263.68393
307.0,275.88867,431.0,247.05322
380.0,235.80577,378.0,199.15115
259.0,301.8526,395.0,232.02649
292.0,278.4103,380.0,256.2522
356.0,288.17972,353.0,261.3019
332.0,337.30453,383.0,312.22372
343.0,358.8053,378.0,330.13556
302.0,358.33026,323.0,343.10742
289.0,329.19223,415.0,336.13318
320.0,333.84064,307.0,349.94318
313.0,328.03894,380.0,353.35938
277.0,328.74945,259.0,346.19592
323.0,326.14722,292.0,341.01886
284.0,336.2268,356.0,351.7179
271.0,310.97186,332.0,331.46164
207.0,306.2399,343.0,325.2888
234.0,311.6939,302.0,324.88028
237.0,302.0519,289.0,321.6198
253.0,313.3546,320.0,324.67334
292.0,308.59167,313.0,318.98682
241.0,307.38736,277.0,319.5721
230.0,311.85156,323.0,317.83606
232.0,305.2331,284.0,315.35254
323.0,299.80524,271.0,308.37097
255.0,285.46747,207.0,300.46945
226.0,272.8757,234.0,289.4411
234.0,267.24805,237.0,283.81403
259.0,268.22427,253.0,281.88214
230.0,263.9882,292.0,272.30658
271.0,268.5278,241.0,264.39438
259.0,260.61795,230.0,262.1124
234.0,264.77655,232.0,265.33453
255.0,259.1963,323.0,260.70282
247.0,264.61484,255.0,261.29962
211.0,261.287,226.0,252.55762
274.0,279.3004,234.0,269.45074
196.0,267.86884,259.0,264.5234
245.0,263.55576,230.0,262.72086
230.0,249.09306,271.0,250.17227
253.0,251.57956,259.0,255.31113
259.0,256.3275,234.0,257.13132
271.0,248.78244,255.0,250.68484
234.0,252.82072,247.0,251.54762
265.0,265.19458,211.0,258.51627
277.0,258.8045,274.0,253.39844
310.0,266.15753,196.0,256.52197
241.0,262.24356,245.0,253.73308
286.0,261.76364,230.0,255.47939
268.0,254.80197,253.0,241.25766
323.0,265.46558,259.0,250.89758
332.0,257.13348,271.0,240.46371
289.0,266.26825,234.0,252.07716
286.0,263.56958,265.0,252.72646
255.0,270.8426,277.0,255.93257
360.0,268.73102,310.0,256.13635
299.0,276.14075,241.0,262.78052
307.0,282.55746,286.0,271.46527
307.0,287.3299,268.0,282.76373
320.0,286.71896,323.0,283.89142
271.0,286.94653,332.0,286.52966
316.0,285.74808,289.0,284.94016
220.0,291.3056,286.0,290.3903
350.0,295.36798,255.0,298.04205
281.0,294.8413,360.0,294.7519
302.0,302.2197,299.0,306.17273
320.0,295.50073,307.0,300.63904
262.0,295.04803,307.0,304.49677
286.0,289.2255,320.0,296.1877
305.0,294.65564,271.0,303.99902
305.0,294.99078,316.0,306.03284
305.0,295.1844,220.0,302.23782
268.0,298.8501,350.0,305.79584
281.0,296.97693,281.0,305.14786
286.0,280.3684,302.0,292.04016
277.0,286.03162,320.0,299.14612
255.0,274.1504,262.0,296.26306
302.0,271.0261,286.0,293.35406
310.0,249.18896,305.0,280.99652
265.0,250.22423,305.0,276.1867
307.0,254.774,305.0,277.88376
360.0,260.22235,268.0,288.2449
334.0,271.69577,281.0,292.01544
295.0,262.58774,286.0,288.91104
274.0,257.4405,277.0,277.85196
237.0,251.55981,255.0,271.36328
323.0,263.31195,302.0,281.35532
255.0,265.78577,310.0,285.39886
295.0,255.86357,265.0,274.5464
307.0,248.73433,307.0,274.7695
356.0,248.06174,360.0,278.10626
400.0,248.70619,334.0,275.19257
329.0,248.7024,295.0,271.47693
368.0,254.29996,274.0,282.47018
329.0,247.20541,237.0,282.3844
338.0,245.83101,323.0,281.08978
259.0,238.0557,255.0,266.09976
325.0,246.7981,295.0,268.26123
316.0,239.4787,307.0,257.23044
262.0,233.07648,356.0,253.85907
251.0,246.37396,400.0,266.80356
245.0,247.06723,329.0,260.93756
274.0,246.75764,368.0,269.73822
223.0,249.27611,329.0,282.87793
205.0,249.35901,338.0,284.45322
226.0,250.87392,259.0,293.8667
214.0,242.58823,325.0,283.15808
202.0,248.12115,316.0,284.4002
207.0,225.58647,262.0,263.72968
199.0,224.06609,251.0,262.9575
181.0,191.72263,245.0,250.45374
176.0,213.96268,274.0,243.44104
199.0,208.5486,223.0,233.99312
199.0,199.03639,205.0,224.30452
193.0,189.42245,226.0,224.36522
168.0,182.96094,214.0,215.62991
159.0,178.04904,202.0,212.47624
156.0,164.02081,207.0,198.61002
166.0,158.50775,199.0,194.11446
176.0,146.72408,181.0,192.96736
166.0,138.73743,176.0,190.11975
166.0,132.74121,199.0,185.58467
111.0,127.101364,199.0,184.08954
88.0,116.70902,193.0,171.45796
97.0,107.03943,168.0,158.35196
102.0,103.53014,159.0,154.6387
88.0,96.56353,156.0,144.97578
88.0,88.04938,166.0,138.59424
88.0,87.564575,176.0,130.82507
88.0,88.69004,166.0,126.91255
88.0,89.0214,166.0,119.9038
88.0,90.54676,111.0,121.1504
88.0,89.00614,88.0,112.62808
88.0,89.19781,97.0,109.868744
88.0,89.37832,102.0,103.56624
88.0,88.83662,88.0,94.16153
88.0,87.818245,88.0,88.730385
88.0,87.06706,88.0,86.18579
90.0,86.95525,88.0,85.64534
88.0,87.18971,88.0,87.59735
88.0,87.96861,88.0,87.0422
88.0,87.241196,88.0,86.36213
93.0,87.84583,88.0,87.64104
88.0,88.55801,88.0,88.42266
88.0,88.59806,88.0,88.18318
93.0,87.69177,88.0,87.00103
88.0,88.15793,88.0,87.35702
88.0,87.74882,90.0,87.0264
88.0,88.14246,88.0,87.71897
88.0,88.02791,88.0,88.51852
88.0,88.00946,88.0,87.51143
88.0,88.22062,93.0,89.77611
88.0,88.82199,88.0,90.71746
93.0,88.3769,88.0,90.08618
88.0,88.17518,93.0,90.22519
108.0,89.61829,88.0,88.874115
88.0,89.352425,88.0,90.29824
88.0,89.61664,88.0,89.68763
88.0,88.58687,88.0,89.675285
88.0,89.76688,88.0,88.030334
97.0,90.5496,88.0,87.07952
172.0,96.43751,88.0,89.768196
114.0,104.95744,93.0,89.67978
138.0,118.67906,88.0,94.30865
132.0,142.65948,108.0,92.1475
88.0,126.28527,88.0,91.409454
163.0,153.58093,88.0,89.80463
220.0,180.07126,88.0,89.17807
190.0,180.74028,88.0,88.66484
193.0,191.09854,97.0,92.327866
199.0,195.084,172.0,101.18031
207.0,207.5174,114.0,115.779526
211.0,198.47758,138.0,114.106865
262.0,224.01556,132.0,141.35898
234.0,242.87631,88.0,151.62082
232.0,257.11865,163.0,171.24658
292.0,261.70526,220.0,175.3381
268.0,256.28015,190.0,173.06937
271.0,263.43378,193.0,188.50798
211.0,295.3064,199.0,210.56483
259.0,303.8781,207.0,228.4262
259.0,319.61877,211.0,243.12668
302.0,258.2802,262.0,225.03085
245.0,271.49332,234.0,231.42212
313.0,260.68127,232.0,228.90887
307.0,331.7995,292.0,264.61758
385.0,337.41943,268.0,274.65967
302.0,351.81708,271.0,279.23187
385.0,333.01862,211.0,274.8333
338.0,362.45728,259.0,292.34802
332.0,367.4038,259.0,298.39984
422.0,345.8004,302.0,293.90335
360.0,366.38638,245.0,299.55652
385.0,347.93527,313.0,287.1772
307.0,368.27307,307.0,303.29825
419.0,376.99475,385.0,317.0811
411.0,403.06787,302.0,342.28778
429.0,403.73904,385.0,332.9989
411.0,410.72522,338.0,352.5603
343.0,412.65637,332.0,358.13498
419.0,411.2694,422.0,361.23022
320.0,395.77866,360.0,358.16623
422.0,414.32306,385.0,363.84137
398.0,420.37067,307.0,389.68158
353.0,414.91962,419.0,386.20987
452.0,424.10382,411.0,395.7674
395.0,406.79315,429.0,386.7486
419.0,399.2689,411.0,381.04724
437.0,396.71976,343.0,390.9335
425.0,404.75342,419.0,399.9895
415.0,401.68665,320.0,401.15033
400.0,380.47137,422.0,386.1764
320.0,381.98718,398.0,391.83728
247.0,388.917,353.0,398.39935
447.0,399.10376,452.0,406.86328
439.0,385.66583,395.0,398.04776
443.0,389.729,419.0,394.7384
429.0,398.3999,437.0,404.65027
455.0,373.56158,425.0,382.4686
452.0,390.0102,415.0,405.23666
316.0,395.05124,400.0,405.05576
332.0,389.39563,320.0,401.84363
383.0,400.13312,247.0,411.80237
455.0,381.9747,447.0,404.57733
360.0,383.44635,439.0,402.10455
422.0,349.08215,443.0,366.47235
404.0,357.5468,429.0,376.47223
378.0,346.83405,455.0,361.72345
389.0,366.21082,452.0,383.71716
341.0,357.22083,316.0,376.36835
325.0,363.69855,332.0,391.29297
295.0,353.331,383.0,384.2071
356.0,353.2697,455.0,383.72095
299.0,349.8695,360.0,392.01715
368.0,331.63757,422.0,363.74164
353.0,340.09033,404.0,370.61115
313.0,337.93335,378.0,365.96558
286.0,346.59067,389.0,374.01364
380.0,347.08322,341.0,364.58746
299.0,360.51318,325.0,371.71994
265.0,349.99222,295.0,367.4602
371.0,350.98608,356.0,364.52112
350.0,351.4293,299.0,364.63165
325.0,348.71582,368.0,356.9566
316.0,343.12958,353.0,353.20825
286.0,334.71063,313.0,343.77167
329.0,348.31628,286.0,352.12476
341.0,340.27988,380.0,346.58118
341.0,352.25494,299.0,345.516
292.0,342.36462,265.0,339.09146
378.0,347.64655,371.0,345.9413
334.0,339.98346,350.0,341.12
343.0,347.038,325.0,342.552
378.0,341.5362,316.0,335.31677
360.0,337.95258,286.0,328.86844
356.0,339.50336,329.0,337.12878
299.0,342.47147,341.0,331.8542
325.0,330.71884,341.0,321.96982
353.0,337.49026,292.0,333.34775
338.0,331.02808,378.0,335.35675
230.0,330.30182,334.0,332.48633
360.0,328.6839,343.0,328.43335
385.0,337.8166,378.0,337.04074
378.0,334.4984,360.0,330.83948
343.0,335.09558,356.0,331.3619
356.0,338.21463,299.0,335.3385
356.0,347.3805,325.0,349.90546
346.0,351.9818,353.0,358.8706
368.0,351.06656,338.0,355.76
398.0,338.70956,230.0,344.9483
364.0,343.68298,360.0,342.76318
374.0,325.72903,385.0,333.52527
316.0,330.29828,378.0,331.4997
302.0,350.53925,343.0,342.26526
271.0,346.82233,356.0,334.9664
316.0,370.97336,356.0,348.1872
334.0,347.38556,346.0,341.31293
408.0,363.59274,368.0,357.19635
353.0,346.42584,398.0,344.88538
332.0,351.18546,364.0,350.32144
289.0,344.4247,374.0,350.57104
356.0,340.15234,316.0,346.33722
325.0,336.05246,302.0,349.1961
323.0,340.93127,271.0,351.8847
389.0,330.9474,316.0,344.36206
334.0,323.77444,334.0,343.80133
338.0,311.33414,408.0,327.13287
299.0,306.5738,353.0,324.11368
271.0,318.47455,332.0,326.83685
253.0,318.50482,289.0,329.58423
292.0,312.93823,356.0,320.60394
284.0,302.71564,325.0,316.9497
292.0,302.58392,323.0,315.7975
323.0,319.45087,389.0,326.43698
262.0,317.56122,334.0,323.54013
262.0,301.43903,338.0,317.43243
237.0,311.29272,299.0,325.10846
226.0,316.864,271.0,321.24908
237.0,317.63742,253.0,329.1197
181.0,323.53787,292.0,321.7751
183.0,304.71478,284.0,317.36005
186.0,306.39133,292.0,311.28162
211.0,291.0951,323.0,305.3659
111.0,286.4747,262.0,295.8213
368.0,280.289,262.0,290.08487
353.0,270.7613,237.0,285.4289
211.0,267.1802,226.0,280.66714
251.0,272.11417,237.0,284.52466
268.0,287.96063,181.0,283.30377
262.0,286.51654,183.0,277.772
230.0,283.3979,186.0,275.45352
223.0,272.90726,211.0,264.14914
214.0,272.65466,111.0,259.45532
284.0,291.7556,368.0,247.83353
251.0,280.32526,353.0,236.85167
220.0,262.14597,211.0,212.7347
226.0,244.46408,251.0,237.38467
247.0,238.0967,268.0,233.00964
230.0,267.81607,262.0,257.15225
255.0,270.11917,230.0,259.80984
265.0,249.495,223.0,242.13724
216.0,253.02971,214.0,260.08194
251.0,270.11597,284.0,268.80118
253.0,265.48044,251.0,263.52496
205.0,265.8451,220.0,258.04068
199.0,257.6627,226.0,255.94281
286.0,260.43146,247.0,251.53172
268.0,256.20868,230.0,246.29932
286.0,258.77118,255.0,250.37642
346.0,266.68976,265.0,254.34045
323.0,255.36383,216.0,248.40158
356.0,255.37842,251.0,246.80058
338.0,257.68155,253.0,250.59827
234.0,266.97653,205.0,250.98474
341.0,258.3295,199.0,251.19208
313.0,260.05557,286.0,254.38564
310.0,262.60263,268.0,249.9943
277.0,253.01546,286.0,245.42767
232.0,259.06458,346.0,249.22594
216.0,272.40793,323.0,252.62703
265.0,279.6123,356.0,260.8899
305.0,277.29327,338.0,267.7336
277.0,280.8574,234.0,272.81354
316.0,286.11508,341.0,292.26746
247.0,286.77292,313.0,293.414
316.0,284.63837,310.0,292.23383
255.0,295.41547,277.0,301.5042
271.0,293.44965,232.0,300.65414
259.0,291.87073,216.0,303.46313
305.0,298.3241,265.0,303.6473
334.0,296.91678,305.0,300.5475
302.0,295.14655,277.0,294.86758
286.0,284.39984,316.0,281.79755
284.0,278.82077,247.0,280.33264
360.0,268.3752,316.0,271.79346
356.0,276.35727,255.0,283.95126
325.0,262.4219,271.0,270.42834
299.0,271.37045,259.0,279.54004
350.0,268.236,305.0,277.72787
353.0,268.01324,334.0,279.71738
398.0,264.64572,302.0,274.804
274.0,266.16226,286.0,275.24402
334.0,268.62976,284.0,281.23447
302.0,263.8558,360.0,271.70248
292.0,276.48917,356.0,282.8775
305.0,270.40765,325.0,280.57147
332.0,284.62244,299.0,292.35947
299.0,279.7178,350.0,292.34192
284.0,298.35114,353.0,304.01755
299.0,298.03876,398.0,302.98843
289.0,301.36346,274.0,306.88144
305.0,299.31073,334.0,304.28772
316.0,302.5429,302.0,320.67487
334.0,318.16122,292.0,328.6549
353.0,312.83282,305.0,324.2572
277.0,311.0066,332.0,312.9868
284.0,301.41394,299.0,294.41492
232.0,298.45807,284.0,304.4234
271.0,291.86923,299.0,296.1916
265.0,293.8268,289.0,310.33737
271.0,296.39923,305.0,313.7655
271.0,271.2008,316.0,293.37067
247.0,273.22235,334.0,291.28165
255.0,269.06967,353.0,290.8604
253.0,273.92203,277.0,289.41696
207.0,270.5838,284.0,287.27063
251.0,266.72137,232.0,294.4542
274.0,268.997,271.0,300.05655
232.0,259.7913,265.0,284.35822
286.0,267.40527,271.0,289.80658
226.0,262.97183,271.0,288.7036
102.0,253.70827,247.0,272.85226
286.0,251.80002,255.0,275.6455
259.0,243.28322,253.0,267.65976
226.0,246.53612,207.0,262.951
220.0,222.61133,251.0,247.75417
232.0,225.60515,274.0,246.03668
211.0,211.04225,232.0,228.60358
230.0,213.16084,286.0,235.52335
230.0,209.9017,226.0,227.55507
237.0,209.12764,102.0,226.23787
176.0,202.41992,286.0,224.36304
190.0,205.15437,259.0,224.82913
199.0,202.01976,226.0,212.8507
220.0,195.34018,220.0,214.04753
207.0,186.12918,232.0,211.18419
153.0,191.13254,211.0,216.44307
108.0,189.4149,230.0,213.1786
88.0,179.33908,230.0,209.31438
117.0,172.14117,237.0,204.66693
166.0,167.82678,176.0,203.12059
166.0,157.03525,190.0,196.84326
147.0,151.97061,199.0,197.85344
156.0,153.39694,220.0,193.83186
168.0,138.01373,207.0,194.59523
128.0,127.49354,153.0,184.54068
153.0,126.22164,108.0,185.4043
168.0,121.28801,88.0,182.2553
88.0,116.03038,117.0,171.48116
88.0,107.999435,166.0,160.7441
88.0,102.22227,166.0,145.14014
88.0,101.28196,147.0,133.11095
88.0,94.100624,156.0,126.42823
88.0,94.33978,168.0,126.006454
90.0,87.79191,128.0,123.41362
88.0,85.72037,153.0,114.98927
147.0,84.63749,168.0,109.19931
128.0,87.94154,88.0,102.045265
88.0,90.22073,88.0,109.00671
97.0,90.00937,88.0,106.283356
128.0,88.302605,88.0,102.56018
88.0,88.50114,88.0,103.24734
88.0,89.80483,88.0,100.37599
88.0,89.99122,90.0,96.50688
88.0,87.75952,88.0,92.36616
90.0,87.5629,147.0,91.06076
97.0,88.49559,128.0,88.907616
88.0,87.74378,88.0,87.67113
88.0,86.93175,97.0,91.858536
90.0,88.77857,128.0,91.65768
88.0,91.77695,88.0,94.21326
88.0,92.00654,88.0,93.99163
88.0,91.3362,88.0,94.78525
97.0,92.63244,88.0,92.61546
88.0,91.58172,90.0,93.90017
88.0,90.2722,97.0,89.52218
88.0,90.366646,88.0,89.91623
93.0,89.69877,88.0,89.70526
88.0,90.787186,90.0,91.2933
88.0,89.89303,88.0,89.59673
93.0,88.72716,88.0,91.40201
88.0,89.316574,88.0,89.00213
88.0,88.39768,97.0,89.86542
88.0,88.73994,88.0,87.782616
88.0,89.79474,88.0,87.77238
88.0,89.14539,88.0,88.24116
93.0,89.74917,93.0,87.2414
88.0,95.34842,88.0,87.89282
88.0,92.0782,88.0,87.16686
88.0,102.88074,93.0,88.197395
88.0,111.87037,88.0,90.13245
88.0,109.05038,88.0,90.75251
102.0,152.33902,88.0,90.81892
128.0,169.80725,88.0,88.25291
178.0,177.45616,88.0,89.395775
168.0,180.12184,93.0,89.35054
196.0,176.89006,88.0,89.18415
216.0,190.55542,88.0,98.25396
166.0,192.82051,88.0,102.47206
186.0,199.21875,88.0,110.91997
202.0,203.44232,88.0,117.19672
202.0,211.2971,102.0,125.46285
207.0,208.50102,128.0,125.48016
199.0,212.05351,178.0,131.92477
220.0,224.08914,168.0,143.2467
230.0,219.49573,196.0,145.93173
253.0,240.92964,216.0,168.11584
255.0,239.53821,166.0,176.1941
313.0,244.82852,186.0,189.97894
265.0,246.06473,202.0,197.72556
281.0,250.11565,202.0,207.49544
265.0,241.97034,207.0,212.21661
214.0,226.59814,199.0,204.32744
320.0,242.35464,220.0,224.20421
325.0,248.51967,230.0,223.58546
281.0,250.92392,253.0,222.22545
334.0,257.94696,255.0,229.1305
259.0,280.09546,313.0,239.73235
305.0,285.8352,265.0,241.4831
320.0,301.88068,281.0,249.82394
323.0,322.16302,265.0,265.7874
332.0,340.82257,214.0,279.3084
310.0,354.71112,320.0,285.55173
329.0,337.97324,325.0,269.898
63.0,322.68964,281.0,265.5478
63.0,308.5607,334.0,262.3931
63.0,321.54132,259.0,285.5323
68.0,318.27332,305.0,303.432
73.0,315.8354,320.0,315.65414
76.0,313.58173,323.0,313.01154
80.0,316.74506,332.0,305.0506
82.0,317.88605,310.0,308.08392
86.0,341.53955,329.0,328.886
92.0,351.14322,63.0,341.3161
96.0,342.76212,63.0,335.42358
90.0,335.4182,63.0,330.63306
86.0,314.3152,68.0,310.155
86.0,278.2933,73.0,271.15643
86.0,236.28474,76.0,231.90172
91.0,210.10715,80.0,230.52731
96.0,183.60141,82.0,203.50777
100.0,160.97226,86.0,166.33224
100.0,121.19129,92.0,137.54387
105.0,106.0964,96.0,118.48715
109.0,95.8422,90.0,97.57609
111.0,106.99591,86.0,102.45154
115.0,118.527504,86.0,100.8663
111.0,110.38459,86.0,99.293076
106.0,114.40047,91.0,102.78428
105.0,109.58346,96.0,107.65966
109.0,116.86976,100.0,110.22738
111.0,110.07847,100.0,113.230644
112.0,98.89562,105.0,100.87734
115.0,118.37453,109.0,106.66329
115.0,130.66171,111.0,111.011246
115.0,122.61719,115.0,111.163605
119.0,133.3978,111.0,109.9387
124.0,136.37912,106.0,109.2848
123.0,138.23907,105.0,108.23174
123.0,132.92166,109.0,113.98858
121.0,139.02332,111.0,122.97642
119.0,140.65741,112.0,127.71548
123.0,124.1056,115.0,116.37178
124.0,130.49414,115.0,113.22365
125.0,128.50323,115.0,109.28506
128.0,138.08502,119.0,114.00975
128.0,117.57455,124.0,104.33117
130.0,123.25624,123.0,91.33364
132.0,135.6503,123.0,102.390915
135.0,151.48479,121.0,114.582306
138.0,139.50946,119.0,113.01684
133.0,147.79309,123.0,123.80975
134.0,153.02597,124.0,126.368706
130.0,154.29297,125.0,133.70392
135.0,134.26541,128.0,119.48493
139.0,136.04678,128.0,130.35953
135.0,134.24338,130.0,125.409615
138.0,149.92563,132.0,130.07036
140.0,143.18408,135.0,126.67631
141.0,158.4224,138.0,135.5502
142.0,157.83954,133.0,139.36572
398.0,145.08353,134.0,133.33362
398.0,154.41899,130.0,145.04584
413.0,156.25772,135.0,139.57234
320.0,154.39494,139.0,130.81906
332.0,159.45851,135.0,138.06586
334.0,160.9589,138.0,139.12154
380.0,165.3424,140.0,136.33249
419.0,164.62001,141.0,134.8088
281.0,164.7529,142.0,136.47647
307.0,165.36517,398.0,141.18884
398.0,168.0932,398.0,143.19543
299.0,173.27118,413.0,148.1821
413.0,251.03691,320.0,224.71446
383.0,336.43857,332.0,278.8745
334.0,402.98306,334.0,335.3509
398.0,383.96594,380.0,335.70056
383.0,373.50403,419.0,335.79132
265.0,350.84363,281.0,329.9484
383.0,359.52704,307.0,345.13
320.0,357.25885,398.0,358.21744
383.0,347.36786,299.0,361.45068
353.0,341.04828,413.0,357.9314
302.0,341.11053,383.0,340.16327
368.0,328.91745,334.0,331.56738
371.0,340.61353,398.0,349.77618
371.0,344.95145,383.0,347.2761
332.0,347.11865,265.0,349.68842
316.0,352.89868,383.0,361.96814
310.0,337.28793,320.0,344.05386
232.0,324.36154,383.0,339.03674
220.0,332.69165,353.0,347.98178
251.0,317.39172,302.0,328.99518
271.0,327.86658,368.0,341.66272
262.0,322.59732,371.0,336.81598
232.0,324.7545,371.0,334.33527
226.0,331.34308,332.0,338.15036
313.0,327.48022,316.0,334.03943
216.0,317.95813,310.0,334.74515
265.0,318.19513,232.0,330.66748
284.0,318.38318,220.0,336.34467
268.0,322.61554,251.0,332.51898
307.0,325.561,271.0,326.54688
320.0,302.23184,262.0,312.5305
323.0,293.06927,232.0,293.087
313.0,292.57294,226.0,286.41394
230.0,316.79675,313.0,303.20074
329.0,328.0203,216.0,296.75778
295.0,343.25452,265.0,291.495
255.0,299.18665,284.0,284.5201
338.0,285.13193,268.0,274.5545
323.0,290.02014,307.0,285.51404
281.0,276.26743,320.0,268.9488
346.0,282.859,323.0,269.08356
277.0,284.04672,313.0,286.93448
281.0,307.27597,230.0,303.4828
253.0,291.26187,329.0,295.3468
316.0,312.22733,295.0,311.3629
286.0,316.415,255.0,300.48917
385.0,304.773,338.0,303.4352
356.0,313.4342,323.0,307.518
353.0,305.45447,281.0,299.93546
262.0,295.02628,346.0,301.0027
286.0,288.6794,277.0,296.80408
305.0,291.75858,281.0,297.90088
274.0,289.9488,253.0,289.3782
343.0,281.10687,316.0,290.5772
353.0,290.35623,286.0,298.37265
299.0,282.27966,385.0,290.60284
274.0,270.9541,356.0,289.57086
277.0,268.79163,353.0,288.55933
353.0,268.39914,262.0,289.3649
247.0,275.2822,286.0,298.47086
274.0,282.2451,305.0,303.6657
299.0,295.92203,274.0,307.733
343.0,288.3701,343.0,302.6511
353.0,286.0906,353.0,302.91135
281.0,276.31143,299.0,294.6745
378.0,280.00964,274.0,299.2229
323.0,284.07178,277.0,298.6753
343.0,295.96164,353.0,305.4746
234.0,292.76218,247.0,302.2518
281.0,287.7594,274.0,296.91345
232.0,284.93414,299.0,295.03442
310.0,291.5062,343.0,298.4791
223.0,290.47464,353.0,297.055
289.0,288.41937,281.0,291.59836
332.0,282.48257,378.0,291.39502
310.0,284.66794,323.0,293.90137
302.0,287.29004,343.0,290.49402
325.0,296.03415,234.0,298.9442
292.0,290.6106,281.0,291.38922
341.0,297.88043,232.0,301.18393
255.0,296.57486,310.0,305.10452
413.0,302.04364,223.0,306.53564
325.0,286.8752,289.0,280.7323
364.0,288.42154,332.0,298.09924
380.0,280.90567,310.0,287.02444
302.0,280.6687,302.0,284.37842
341.0,280.1059,325.0,283.68814
395.0,278.90198,292.0,284.46283
307.0,284.61948,341.0,291.4295
286.0,290.52673,255.0,289.96994
271.0,285.30447,413.0,295.11066
305.0,291.30292,325.0,300.78415
286.0,282.24567,364.0,297.52197
230.0,311.80313,380.0,314.92407
295.0,305.97278,302.0,315.06006
307.0,302.13544,341.0,313.51044
247.0,315.87646,395.0,331.4459
353.0,308.68814,307.0,320.8906
316.0,313.61398,286.0,323.08527
286.0,313.5453,271.0,320.135
292.0,312.48184,305.0,326.4009
255.0,314.7262,286.0,317.54156
268.0,305.37482,230.0,308.42175
268.0,303.2265,295.0,307.7421
277.0,302.67044,307.0,316.11716
310.0,287.28815,247.0,294.9223
274.0,286.57556,353.0,292.99835
255.0,281.05475,316.0,290.39996
271.0,284.11792,286.0,294.21265
286.0,288.43164,292.0,297.22827
292.0,274.1032,255.0,292.89786
292.0,271.7575,268.0,311.0758
305.0,270.3697,268.0,300.1565
274.0,256.93158,277.0,284.17227
274.0,281.8749,310.0,291.34265
271.0,270.97122,274.0,284.84167
268.0,265.8158,255.0,280.2326
265.0,272.33014,271.0,288.21735
255.0,262.17578,286.0,280.6891
230.0,255.29596,292.0,278.6349
220.0,247.85521,292.0,272.26013
232.0,239.4373,305.0,259.14227
199.0,240.70558,274.0,264.26767
223.0,233.72406,274.0,262.90536
190.0,245.71098,271.0,279.4353
207.0,239.65224,268.0,267.82422
199.0,237.34225,265.0,263.74927
183.0,231.031,255.0,257.13165
202.0,240.44046,230.0,262.74258
183.0,241.50266,220.0,259.0426
166.0,231.173,232.0,254.78452
145.0,233.15344,199.0,252.09175
88.0,219.6799,223.0,237.84587
88.0,205.45238,190.0,228.63745
88.0,193.15526,207.0,217.62431
166.0,183.03737,199.0,210.40567
168.0,178.0734,183.0,203.17247
181.0,186.25601,202.0,205.98053
128.0,183.14496,183.0,200.3684
88.0,164.69534,166.0,192.8985
88.0,140.62369,145.0,186.58919
88.0,147.09564,88.0,191.65039
88.0,129.5705,88.0,177.52542
88.0,131.75797,88.0,172.26393
108.0,114.507675,166.0,155.5158
90.0,112.78186,168.0,146.91792
88.0,106.539345,181.0,127.74497
88.0,101.47396,128.0,125.36029
88.0,94.55663,88.0,123.45022
132.0,99.01219,88.0,128.267
153.0,93.13287,88.0,114.89555
136.0,94.74581,88.0,107.88733
88.0,93.34618,88.0,102.14424
88.0,92.104485,108.0,98.983536
93.0,95.01128,90.0,94.73899
147.0,92.37828,88.0,97.9721
153.0,88.43092,88.0,96.150116
128.0,87.88829,88.0,90.54322
88.0,84.20283,132.0,91.74432
88.0,84.083626,153.0,88.93354
108.0,85.83229,136.0,89.32161
88.0,90.831116,88.0,92.41932
88.0,91.37584,88.0,95.71938
88.0,93.06834,93.0,98.99249
88.0,90.20589,147.0,97.070366
88.0,89.029106,153.0,93.16345
88.0,88.4077,128.0,90.0076
88.0,89.53794,88.0,92.55014
88.0,90.93198,88.0,94.5922
88.0,93.69105,108.0,98.044365
88.0,92.52831,88.0,95.52705
88.0,91.54646,88.0,93.31039
88.0,89.5618,88.0,88.89312
88.0,89.04128,88.0,89.23998
88.0,88.32215,88.0,88.70521
88.0,87.86848,88.0,87.4096
88.0,87.64695,88.0,86.93981
93.0,87.07809,88.0,87.472145
88.0,87.90793,88.0,86.00467
88.0,86.82093,88.0,87.45913
88.0,87.09777,88.0,88.983574
88.0,86.5789,88.0,88.10499
88.0,87.817535,88.0,89.22892
88.0,87.62632,88.0,87.264435
88.0,88.45332,88.0,88.90778
88.0,87.65724,88.0,87.26446
88.0,88.03416,93.0,87.47683
88.0,88.88958,88.0,88.609344
88.0,88.31465,88.0,88.188126
88.0,92.600296,88.0,86.69442
90.0,92.52115,88.0,87.14799
88.0,102.763855,88.0,85.486824
90.0,103.19304,88.0,89.92582
88.0,109.92413,88.0,89.04102
88.0,104.3332,88.0,88.120094
88.0,104.884094,88.0,87.21034
88.0,110.555084,88.0,88.29348
88.0,134.11237,88.0,88.60427
93.0,127.39868,88.0,89.191895
88.0,157.96338,90.0,93.95649
88.0,156.56271,88.0,89.388
88.0,150.79593,90.0,91.27183
88.0,144.526,88.0,89.820786
88.0,157.54156,88.0,91.75575
88.0,176.53838,88.0,92.39369
202.0,150.68246,88.0,99.899315
156.0,144.57408,88.0,97.510445
168.0,157.20306,93.0,97.82498
178.0,177.51418,88.0,105.98526
176.0,165.21999,88.0,106.66964
196.0,182.9094,88.0,112.04273
193.0,194.27913,88.0,113.979515
186.0,201.92049,88.0,118.57318
205.0,185.8371,88.0,109.528465
220.0,193.00098,202.0,111.076904
237.0,197.04112,156.0,111.02257
